property_type,sector,bedRoom,bathroom,balcony,agePossession,built_up_area,servant room,store room,furnishing_type,luxury_category,floor_category,price
1,58,4,4,3,2,3200,0,0,1,2,1,7.42
0,90,3,3,3,3,1265,0,0,1,2,0,1.28
0,74,2,2,3,4,1141,0,0,0,1,0,1.95
0,2,3,3,4,0,2944,1,0,0,1,2,1.25
0,29,3,4,4,1,2517,0,0,0,1,1,3.2
0,106,4,4,4,3,1734,0,0,0,2,2,0.75
0,8,2,2,2,3,1403,0,0,0,2,2,1.32
1,91,2,2,2,0,585,0,0,0,1,1,0.59
0,102,3,3,0,1,1423,0,0,0,2,2,1.25
1,20,3,3,0,3,1160,0,0,0,1,1,0.7
0,75,3,3,2,3,1950,1,0,0,2,0,3
0,45,4,3,4,3,2100,0,0,1,2,0,1.55
0,13,3,3,1,1,2519,1,0,0,1,2,1.5
1,32,5,6,4,0,4518,1,1,0,2,2,15.5
0,90,2,2,3,1,81,0,0,0,2,2,1.1
0,64,3,3,4,2,1900,1,0,0,0,2,1.45
0,7,2,2,2,3,1222,0,0,0,1,1,0.9
0,7,4,6,4,3,2602,1,0,1,2,2,2.2
0,84,4,4,4,0,4500,1,0,1,0,1,5
0,98,2,2,3,1,1200,1,1,1,0,2,1.08
0,93,2,2,2,1,1194,0,0,0,1,1,0.96
0,12,3,4,4,3,1500.29,1,0,1,2,2,1.6
0,51,4,5,3,0,5000,1,0,2,2,2,8.44
0,90,3,3,3,3,1154,0,0,1,2,0,1.1
0,99,3,3,1,3,1550,0,0,0,0,0,1.5
0,1,4,4,4,3,5430,1,0,0,2,2,7
0,97,4,4,3,3,3222,1,0,0,1,2,2.2
1,32,9,9,4,2,2844,0,0,0,2,2,9.5
0,45,3,3,2,1,778,0,0,0,1,1,0.5
0,60,1,1,0,0,513,0,0,1,1,1,0.45
1,62,9,9,3,3,60,1,0,2,1,0,2
1,36,1,1,1,3,480,0,0,0,1,1,0.37
0,97,3,3,3,3,1833,1,0,0,1,2,1.49
0,112,1,1,1,3,477.809521,0,0,1,1,2,0.22
0,105,4,4,4,0,2604,1,0,0,2,2,1.8
0,79,4,4,2,3,1819,0,0,0,1,1,1.9
0,1,2,2,2,1,833,0,0,1,1,2,1
0,97,3,3,2,3,1584,0,0,0,2,2,1.1
0,112,2,2,4,3,1131,0,0,0,1,2,0.71
0,94,3,3,3,3,1800,0,0,1,0,2,1.28
0,11,3,4,4,3,1837,1,0,0,2,1,1.8
0,44,3,3,1,1,1643,1,0,0,1,2,0.99
0,46,4,4,4,2,1954,0,0,2,1,2,2.1
0,55,5,6,4,3,7444,1,0,2,1,0,15
1,32,6,8,4,3,2844,1,1,2,1,1,13
0,98,3,3,2,0,1350,0,0,0,1,2,0.72
0,68,3,2,2,0,111,0,0,0,2,1,0.48
0,12,3,3,3,3,1460,0,0,0,1,0,2.45
0,72,4,4,3,1,3956,0,0,0,2,0,7.52
1,58,3,3,1,0,2160,1,0,0,0,1,6.95
0,45,2,2,3,3,1300,0,0,0,2,1,0.8
0,96,1,1,1,3,520,0,0,2,2,2,0.4
0,79,3,3,2,3,1455,0,0,1,2,1,1.55
0,3,4,4,2,4,3889,1,0,1,2,2,4
0,36,2,2,2,1,956,0,0,0,2,0,1.1
0,79,3,3,2,3,1578,0,0,1,2,1,1.65
1,76,6,7,4,0,3600,1,1,1,0,2,8
0,102,3,3,3,4,1480,0,0,0,2,2,1.5
0,2,3,2,4,0,1696,0,0,0,1,2,0.65
0,72,3,3,3,1,2700,0,0,0,1,2,3.25
0,42,3,2,3,1,1122,0,0,0,2,1,1
1,87,2,2,2,1,745,0,0,0,1,0,0.75
0,94,2,2,3,0,1150,0,0,0,2,1,0.67
0,44,2,2,0,4,1578,1,0,0,2,0,0.95
0,8,3,3,4,3,2072,1,0,0,0,0,1.85
1,58,6,5,3,0,3078,1,0,1,1,2,12.5
1,103,3,6,4,2,1431,0,0,0,1,2,1.25
0,9,3,2,1,3,1056,0,0,1,1,1,0.45
0,69,2,2,2,3,1350,0,0,1,0,1,2.12
1,58,5,4,3,0,2160,0,1,1,2,1,7.1
1,33,4,4,3,2,1350,0,1,0,1,1,4
1,113,2,4,3,3,725,0,0,0,1,2,0.5
0,104,3,4,3,3,1525,1,0,1,2,1,0.86
0,43,2,2,2,3,657,0,0,0,2,2,0.65
0,8,3,2,2,1,1094,0,0,0,1,0,1.35
0,98,3,4,3,3,2300,1,0,0,1,2,2
0,70,3,3,2,1,1721,0,0,0,2,2,2
0,110,2,2,1,3,606,0,0,0,2,2,0.35
0,98,4,4,3,3,2600,1,0,0,1,2,2.09
0,82,3,3,4,3,1339,0,0,0,2,1,0.97
1,64,8,8,4,0,2471,0,0,1,1,1,7.25
0,13,3,3,3,3,2303,1,0,0,2,2,1.6
0,17,3,3,4,1,1615,0,0,0,1,2,2.35
0,6,3,4,3,3,2334,1,0,1,2,2,1.95
1,58,4,4,4,0,1760,1,0,1,2,2,7.35
0,12,3,3,4,3,1338.29,1,0,1,2,2,1.68
0,112,2,2,1,3,508,0,0,1,2,1,0.27
0,75,3,3,2,1,1950,1,0,2,2,0,2.8
1,35,4,4,0,3,3240,0,0,0,1,2,4.5
0,62,4,4,2,0,2076,1,0,2,2,2,6.75
0,8,3,2,2,1,1120,0,0,0,1,2,1.4
0,16,4,5,3,3,3000,1,0,0,0,2,3.4
0,81,3,5,3,3,1527,1,0,0,1,2,1.62
0,112,2,2,2,3,913,0,0,0,0,1,0.53
0,105,4,4,4,0,2468,1,0,0,2,0,2
0,93,2,2,3,3,700,0,0,0,2,2,0.5
0,2,3,2,2,0,1502,0,0,0,1,2,0.75
0,12,2,2,2,3,1250,0,0,0,2,2,1.9
0,112,2,2,4,3,1131,0,0,0,0,0,0.96
0,13,1,1,2,3,965,0,0,0,1,2,1.7
0,44,2,3,4,3,1300,0,0,0,2,2,0.87
1,36,1,1,0,0,3800,0,0,0,1,1,3.5
0,6,3,4,4,3,1748,1,0,1,2,0,1.75
0,78,4,4,4,1,1809,0,0,0,2,0,1.7
0,18,2,3,2,3,2441,1,0,0,2,2,2.8
0,95,5,5,4,3,2896,0,0,2,1,0,3.5
0,2,3,3,4,0,2070,1,0,0,1,2,0.9
0,99,2,2,1,3,668,0,0,0,1,1,0.5
1,33,3,3,3,0,2430,0,0,0,1,1,6.75
1,61,5,5,4,0,2646,0,0,1,1,1,4.65
0,81,3,4,2,1,1416,0,0,0,1,0,0.99
0,6,4,5,4,3,2894,1,0,0,2,2,2.5
0,79,3,3,1,3,1392,0,0,0,2,0,1.37
0,106,4,5,4,3,1805,1,0,0,1,2,0.9
0,7,4,4,3,3,2602,1,1,0,1,0,2.45
0,6,2,2,3,3,1286,0,0,0,2,1,1.4
0,86,2,2,3,3,1250,0,1,0,0,2,1.52
0,76,3,3,4,3,2095,1,0,1,0,0,2.87
0,94,4,5,4,3,2535,0,0,0,2,1,1.75
0,95,3,3,4,3,1893,1,0,2,0,0,2.2
0,106,3,3,3,3,1473,0,0,0,2,1,0.71
0,74,3,4,3,3,1833,1,1,2,0,2,2.3
0,6,3,3,4,1,1700,0,0,0,0,0,1.9
1,14,2,1,2,2,900,0,0,0,1,1,1.7
1,65,6,6,3,2,2700,1,1,2,2,2,4.6
0,13,3,3,2,0,1910,1,0,0,2,1,1.8
0,111,4,3,3,2,2007,1,0,1,1,1,1.25
1,54,3,3,3,2,275,0,0,1,1,1,1.15
0,79,3,3,1,3,1568,0,0,0,2,0,1.37
0,99,2,2,1,1,557,0,0,0,2,2,0.43
0,43,1,1,1,3,452,0,0,0,1,2,0.45
0,90,3,4,2,1,2389,1,0,0,1,0,1.9
1,48,1,1,1,0,432,0,0,0,1,1,0.4
0,102,3,2,0,1,1423,0,0,0,1,2,1.71
1,53,5,4,2,0,1836,0,1,1,2,2,4.25
0,90,3,3,3,3,2161,0,0,0,1,2,1.45
0,78,2,2,3,3,1364,0,0,0,2,0,1.32
0,112,2,2,3,1,978,0,0,0,2,2,0.85
0,2,3,3,3,2,1900,1,0,2,1,1,0.9
1,35,2,2,1,2,1450,0,1,0,1,2,1.39
0,75,3,3,2,3,2200,0,0,0,2,2,3.5
0,95,3,3,4,3,1545,1,0,2,0,2,1.8
0,106,4,5,4,3,1895,0,0,0,1,0,0.95
0,74,4,4,4,3,1975,1,0,0,2,1,3
0,79,2,1,1,3,667,0,0,0,1,0,0.6
0,6,3,4,3,3,1710,1,0,0,1,0,1.8
0,87,3,3,2,1,1628,0,0,0,2,2,1.92
0,83,2,2,1,3,557,0,0,0,2,2,0.6
1,32,4,4,4,2,1800,1,1,0,2,1,6.3
0,13,3,3,4,3,1466,0,0,0,1,2,1.4
1,27,6,6,2,0,3611,0,0,0,1,1,5
0,72,4,4,4,1,3150,0,0,1,2,2,4.49
0,27,3,4,4,0,1738,1,0,0,2,0,1.59
0,45,3,3,3,3,1990,0,0,0,2,2,1.1
0,100,3,2,4,3,1463,0,0,2,1,2,1.62
0,99,2,2,1,1,557,1,0,0,1,2,0.41
0,35,3,3,1,2,1240,0,0,1,2,0,2
1,50,3,3,3,1,1400,1,0,1,1,2,2.65
0,7,2,2,3,1,1232,0,0,0,2,2,0.88
0,83,4,4,3,0,2127,1,0,0,2,2,1.3
0,83,1,1,0,1,683,0,0,0,2,2,0.9
0,5,3,3,4,3,2081,1,0,0,1,2,0.85
1,74,4,4,4,3,3600,1,0,0,2,1,12.5
0,19,4,5,4,4,2060,0,0,1,2,0,2.57
0,112,1,1,1,1,500,0,0,0,1,0,0.21
0,74,3,3,3,3,1650,1,0,0,1,2,2.55
0,108,3,3,2,3,1800,0,0,0,1,2,0.72
0,108,2,2,2,1,1364,0,0,0,1,2,0.57
1,80,3,2,0,2,1000,0,0,0,1,1,0.45
0,44,3,3,2,1,1593,0,0,0,1,1,0.86
0,106,3,2,2,3,1300,0,0,0,1,0,0.85
0,97,2,2,1,3,531,0,1,0,2,2,0.35
0,44,2,2,3,0,1068.1,0,0,1,2,1,0.78
0,17,3,4,4,3,2005,1,1,0,2,0,2.65
1,51,5,5,3,0,2700,1,0,1,2,2,8.5
0,112,2,2,3,1,1175.97,0,0,0,1,1,1.05
0,96,3,3,3,3,1387,1,0,1,0,0,1.3
0,7,2,2,2,3,698,0,0,0,1,2,0.5
0,90,2,2,2,1,1688,0,0,0,1,0,0.8
0,1,5,6,4,3,9050,1,0,0,1,0,7.5
0,56,3,3,3,3,1865,0,0,0,1,1,2.45
0,6,3,3,3,3,1314,0,0,0,1,2,1.42
0,96,3,3,1,0,1607,0,0,1,2,2,1.15
0,90,2,2,3,1,1747,0,0,0,2,2,1.41
0,10,3,4,3,3,1305,1,0,0,0,0,1.25
0,73,2,2,2,1,1167,0,0,0,1,1,1.55
0,74,4,4,3,3,2194,1,0,1,2,1,2.8
0,110,3,3,3,3,1790,1,0,0,1,2,1.16
0,112,2,2,3,1,1131,0,0,0,1,2,0.95
0,109,2,2,3,1,1365,0,0,0,2,1,0.82
0,45,3,3,3,1,2283,0,0,0,1,2,1.25
0,71,4,6,3,3,3872,1,0,0,0,0,8.35
0,81,4,4,4,0,2667,1,0,1,2,2,2.35
0,109,2,2,4,1,1235,0,0,0,2,0,0.92
0,96,3,2,2,0,1500,0,0,0,2,1,1.04
0,18,3,5,4,3,2536,1,0,1,1,0,3.75
0,74,3,3,3,3,1493,1,0,1,0,1,2.35
1,48,2,2,1,0,67,0,0,0,1,1,0.58
0,102,2,2,2,3,769,0,0,0,1,2,0.42
0,110,2,2,2,1,1133,0,0,0,1,2,0.85
0,15,2,2,0,3,761,0,0,0,1,0,0.33
0,76,3,4,3,3,2134,1,0,1,0,0,3.4
0,100,2,2,4,3,133,0,0,2,2,2,1.45
0,82,2,2,1,1,930,0,0,1,2,0,0.95
0,78,2,2,3,3,982,0,0,2,2,1,1.2
0,2,3,4,3,3,2717,1,0,0,1,2,0.75
0,74,3,3,3,3,3043,1,0,0,2,0,5.9
0,6,2,2,2,3,1100,0,0,0,2,2,1.24
0,83,3,3,2,0,1541,1,0,1,2,0,1.15
0,44,3,3,4,3,1708,0,0,1,1,2,1
1,35,6,7,4,0,3240,1,1,0,2,2,9
0,92,3,3,3,0,2047,1,0,0,2,2,1.6
0,106,3,2,2,3,1325,0,0,0,2,2,0.7
0,94,4,6,4,3,4425,1,0,1,2,0,3
0,79,4,4,2,1,1819,0,0,0,2,2,1.7
0,15,3,2,0,2,1403,0,0,0,1,1,0.8
0,96,3,3,2,3,1588,1,1,1,0,0,1.05
1,65,5,6,4,2,3438,1,1,0,1,2,8.31
0,102,3,3,0,4,1910,0,0,0,2,0,0.9
0,81,2,2,3,3,1222,0,0,0,1,2,1.25
0,106,3,2,2,3,1556,0,0,0,1,0,0.75
1,16,1,1,0,3,500,0,0,0,1,1,0.34
1,22,3,3,2,2,4518,1,0,1,1,1,7.5
1,55,7,7,4,2,2403,1,1,1,2,1,4.95
0,94,2,2,2,3,1294,0,0,0,2,2,0.85
0,81,3,3,3,3,1527,1,0,0,1,2,1.6
0,102,3,3,2,1,1423,0,0,0,1,2,1.2
0,64,1,1,2,2,667,0,0,0,1,2,0.5
0,35,4,5,4,0,3406,1,0,1,1,2,5.5
0,81,3,3,3,4,1865,0,0,1,2,0,1.3
1,113,3,10,4,1,1065,0,0,0,1,2,0.95
1,33,5,5,4,2,3240,1,1,1,2,1,12.5
0,90,2,2,4,1,1172,0,0,0,1,2,0.8
0,90,2,2,3,1,1423,0,0,0,1,2,1.3
0,42,3,2,3,4,978,0,0,0,1,2,0.72
0,52,4,4,2,2,3194,1,0,2,1,2,2.25
1,31,10,9,4,3,5018,0,0,2,1,2,1.9
0,6,3,3,3,1,1616,0,0,1,0,2,1.95
1,50,10,10,4,0,7500,1,0,1,2,2,9.35
0,62,4,5,4,3,3444,1,0,0,1,2,11
0,67,3,4,3,1,2077,0,0,0,1,2,4.25
0,98,4,5,4,3,2017,1,0,1,2,2,1.49
0,102,2,3,3,4,1502,0,0,0,2,2,0.8
0,79,3,3,2,3,1428,0,0,1,0,2,1.55
0,106,2,2,3,4,1195,0,0,0,1,0,0.6
0,104,3,4,3,3,1679,1,1,0,2,2,0.85
0,104,2,2,3,3,1222,0,0,0,0,2,0.65
0,11,3,4,4,3,1900,1,0,0,2,2,1.45
0,99,2,3,3,3,944,0,0,1,1,2,1.3
1,50,4,4,2,1,3240,1,0,0,1,2,11
0,1,3,3,3,3,1489,0,0,1,1,1,1.28
0,66,2,2,1,3,1432,0,0,1,2,2,2.2
0,77,4,4,3,1,1991,0,0,1,2,2,1.9
0,74,2,2,2,3,1010,0,0,1,0,2,1.42
1,45,1,1,0,1,1535,0,0,0,1,1,1.16
0,107,4,4,3,3,2105,0,0,0,1,0,1.25
0,66,2,2,2,3,1244,0,0,0,1,2,2.2
0,58,3,3,3,0,2600,1,0,1,0,2,2.92
1,48,2,3,2,2,540,0,0,0,1,2,0.5
0,14,2,2,3,1,1086,0,0,0,2,2,0.9
0,56,3,4,4,0,2159,0,0,0,1,2,2.7
0,76,1,1,1,3,826,0,0,0,1,0,0.95
0,99,4,6,2,1,2521,1,0,0,2,0,1.3
0,76,4,4,4,0,2127,1,0,1,2,2,2.85
0,60,4,4,3,0,2100,0,0,0,1,1,1.55
1,55,3,6,2,0,2592,1,0,1,2,1,5.5
1,47,10,11,4,3,7000,0,0,2,1,2,7
0,64,4,4,4,0,2667,0,0,1,1,2,2.05
0,84,4,4,4,1,3000,1,0,1,0,0,5.25
0,89,3,4,3,0,1668,1,0,0,2,2,0.88
0,93,2,2,2,3,664,0,1,1,1,2,0.45
0,89,2,2,3,4,1467,0,0,0,1,0,0.99
0,74,3,4,3,0,2754,1,0,0,0,0,4.94
0,108,1,1,1,1,308,0,0,0,1,1,0.22
0,84,4,5,4,1,2629,1,0,0,2,0,4.1
1,80,2,2,0,2,126,0,0,0,1,1,1
0,70,3,3,2,1,1778,0,0,0,1,1,2.2
0,106,3,2,2,3,1131,0,0,0,2,1,0.51
0,112,2,2,4,0,1100,0,0,1,0,2,0.9
0,7,3,4,4,1,1734,1,0,0,1,2,1.12
0,84,4,4,4,1,4000,1,1,1,0,1,5
0,96,2,2,3,3,1630,0,0,0,1,2,1.19
0,70,3,3,3,1,1639,0,1,0,1,1,2.54
0,110,4,5,4,3,2150,1,0,0,1,1,1.38
0,106,3,3,3,1,1281,0,0,0,2,2,0.58
0,31,4,5,4,1,3889,1,0,2,1,2,6.5
0,27,3,4,4,2,1738,1,0,0,2,2,1.55
0,112,3,3,4,3,1509,0,0,0,1,2,1.3
0,72,4,4,0,1,3950,0,0,0,2,0,8.5
0,6,2,2,3,3,1238,0,0,0,1,1,1.41
0,95,4,5,4,3,2110,1,0,2,0,2,2.95
1,48,3,3,1,2,57,0,0,0,1,1,0.6
0,112,1,1,1,1,438,0,0,0,1,2,0.26
0,1,3,3,3,4,1430,0,0,0,1,2,1.45
1,56,3,3,2,0,1900,0,1,0,2,1,2.5
0,63,4,3,4,0,2000,0,0,2,1,2,1.9
0,93,4,5,4,3,3801,1,0,1,2,0,4
0,82,3,3,3,1,2000,1,0,1,0,0,2.55
0,74,3,4,3,0,2696,1,0,1,0,0,5.4
0,79,3,3,1,4,1210,1,0,0,2,2,0.74
0,56,3,3,2,2,2444,0,0,1,2,1,1.72
1,55,4,4,4,3,2160,1,1,1,0,2,8.25
0,112,3,3,4,3,1382,0,0,0,0,2,1.14
0,45,3,3,3,3,1692,0,0,0,1,0,1.5
0,17,4,5,4,3,2700,1,0,1,1,2,3.5
0,64,3,4,3,2,2278,1,0,0,2,2,1.85
1,20,2,2,1,2,166,0,0,0,1,1,1.4
0,10,3,4,3,3,1305,1,0,0,1,2,1.15
0,109,2,2,2,1,1235,0,0,1,2,1,1.15
0,72,3,3,4,1,3077,0,0,0,2,1,3.4
0,94,3,4,2,1,1620,1,0,0,2,0,0.99
0,2,3,2,2,0,1508,0,0,0,1,2,0.85
0,88,3,3,3,1,1810,1,0,1,1,0,2.25
0,79,3,3,1,3,1419,0,0,0,2,0,1.3
0,79,3,3,2,3,1482,0,0,0,0,1,1.66
0,75,4,4,3,3,2501,1,0,0,1,2,2.7
1,80,1,1,1,2,758,0,0,0,1,1,0.69
0,108,3,3,4,1,1750,0,0,0,1,0,0.92
0,45,2,2,2,3,1242,0,0,0,2,2,1.1
0,45,3,3,3,3,1686,0,0,0,1,0,1.5
0,6,3,3,3,3,2200,1,0,0,1,0,2.61
0,104,3,3,4,3,1929,1,0,0,2,2,1.25
0,93,4,4,4,0,2491,1,0,0,1,0,3.25
0,6,2,2,2,1,747,0,0,0,2,0,0.97
0,13,3,4,4,3,1797,1,0,0,0,2,1.75
0,1,4,4,4,0,1850,0,0,0,2,2,1.5
1,51,6,6,3,3,1935,1,0,1,1,1,5.8
1,21,2,4,3,0,785,1,0,0,1,2,0.9
0,102,3,3,3,1,1288,0,0,0,1,1,1.25
0,75,4,4,3,3,2700,1,0,1,0,2,3
1,36,3,1,0,0,1008,0,0,0,1,1,0.9
0,98,3,4,4,1,2179,0,1,0,2,2,1.78
0,19,2,2,2,3,1430,0,0,0,2,2,1.75
0,112,3,3,3,3,1599,0,0,0,2,2,0.9
0,39,2,2,1,2,896,0,0,0,2,2,0.69
1,53,4,4,3,0,900,0,1,1,1,2,2.4
0,29,3,4,4,1,2000,1,0,1,2,2,3.5
1,41,4,4,4,2,7000,1,1,0,2,1,8
0,35,3,3,2,2,1700,1,0,0,2,0,2.25
1,24,8,8,3,3,4050,0,0,1,1,2,9.5
0,90,3,4,4,3,2031,1,0,0,2,2,2.03
0,106,4,4,2,3,2322,1,0,0,2,0,1.12
0,55,3,3,3,0,1869,0,0,0,1,0,3.45
0,104,2,2,3,3,1050,0,0,0,2,2,0.65
0,74,4,4,3,3,1975,1,0,1,2,2,2.75
0,112,2,2,1,1,644,0,0,0,1,2,0.32
1,87,4,4,0,1,3111,0,0,0,1,0,1.75
1,55,4,5,3,0,3195,1,1,1,2,1,7.69
0,84,4,5,4,3,2376,1,0,1,0,0,3.19
0,37,3,2,1,3,1000,0,0,0,1,2,0.4
1,13,5,5,4,1,3600,1,1,1,0,2,8.75
0,74,3,3,4,1,1556,0,1,1,2,1,1.95
0,6,3,3,3,1,1465,0,1,0,2,0,1.95
0,64,4,4,4,3,2900,0,0,1,2,1,2.45
0,93,3,3,4,1,1929,1,0,2,0,2,2.25
0,77,3,3,2,4,1563,0,0,0,2,2,2.08
0,104,3,3,4,3,1600,0,0,0,2,2,1.24
0,76,3,4,3,3,2225,1,1,1,0,0,3.5
0,100,2,2,3,3,1387,0,0,1,0,0,1.19
0,19,3,3,3,1,2599,1,0,0,0,2,2.78
0,12,2,2,2,1,1250,0,0,1,2,0,2.4
0,106,4,4,3,3,2267,0,0,0,1,2,1.44
1,57,5,5,4,2,3400,0,0,0,1,2,3.75
0,90,3,3,3,3,1176,0,1,1,2,0,1.3
0,98,4,5,4,1,2013,0,0,1,1,0,2.5
0,112,2,2,2,3,619,0,0,0,1,2,0.27
0,98,3,4,3,3,2300,0,0,0,1,2,1.98
0,93,3,2,4,3,1352,0,0,0,1,2,1.45
0,19,3,3,4,4,1696,0,0,0,1,1,2.51
0,104,3,3,4,3,1929,1,0,0,2,2,1.25
0,71,4,6,3,3,3867,1,0,1,0,2,9.2
0,35,3,3,2,0,2983,1,0,0,1,2,6
1,58,5,7,4,0,3240,1,0,1,0,2,10.45
0,93,3,4,4,3,2513,1,0,1,2,2,2.35
1,48,3,2,1,1,684,0,0,0,1,1,0.7
0,16,4,5,3,3,3032,1,0,0,2,2,3.3
0,86,2,2,1,1,1556,0,0,0,1,2,1.5
1,33,6,6,3,3,4518,1,0,1,2,1,19
0,96,1,1,0,3,700,0,0,0,1,2,0.65
0,104,4,4,4,0,2468,0,0,0,2,0,1.8
0,41,2,2,4,1,1539,0,0,0,2,1,1.5
0,13,3,4,4,3,1797,1,0,0,0,2,1.72
0,45,2,2,2,3,1276,0,0,0,2,1,1.17
0,72,3,3,3,1,2000,0,0,0,1,2,3
0,110,2,1,0,1,500,0,0,0,1,0,0.3
1,64,5,5,4,0,1449,0,0,0,1,2,3.6
0,82,2,2,2,3,1262,0,0,0,1,0,1.4
0,35,3,4,3,2,3133,1,1,0,1,2,4.3
0,95,3,3,4,3,1668,0,0,2,0,2,1.59
0,56,3,4,3,3,2061,0,0,0,1,1,2.38
0,61,4,5,4,3,3000,1,0,1,0,2,6.5
0,93,3,2,4,3,1319,0,0,0,0,2,1.1
0,94,3,3,2,3,1588,0,0,1,1,0,1.12
0,7,2,2,3,3,1338,0,1,1,0,2,1.01
0,6,3,3,4,3,1644,0,0,0,2,1,2.04
0,74,3,3,3,3,1650,1,1,1,2,2,2.7
0,17,2,2,2,3,773,0,0,0,2,2,0.7
0,64,4,4,2,1,2081,0,0,0,1,2,2
0,102,3,2,3,0,1403,0,1,1,2,2,1.55
0,97,4,4,4,3,3108,1,0,0,2,0,2.2
0,108,1,1,1,3,3569,0,0,0,1,0,0.19
1,68,2,4,1,0,713,0,0,0,2,2,0.75
0,3,2,2,1,4,767,0,0,0,1,2,0.38
0,58,3,3,2,3,1245,0,1,1,2,2,1.4
0,102,3,3,2,1,1581,0,0,0,1,1,1.2
1,58,5,7,2,0,7000,1,0,2,1,2,10
0,6,2,2,1,3,582,0,1,0,2,2,0.47
0,12,2,3,3,3,1283,0,0,0,2,2,1.02
0,8,4,4,4,3,2953,1,0,1,0,0,2.63
0,106,3,3,1,3,711,0,0,0,1,1,0.42
0,7,2,3,3,3,1613,1,0,1,2,2,0.93
0,98,3,4,3,3,2225,0,0,0,1,2,1.87
1,13,4,4,4,1,5400,1,0,1,0,1,6.5
0,94,2,2,2,3,1299,0,0,0,2,0,1
0,18,3,3,2,3,2600,0,0,1,1,1,3
1,33,4,4,4,2,3771,0,0,0,1,1,4.6
0,104,4,4,4,3,2726,1,0,0,2,0,1.88
1,94,5,5,4,3,3240,1,0,1,2,1,7.5
0,92,1,1,1,3,761,0,0,0,2,0,0.85
1,17,5,5,4,3,8000,1,0,0,2,2,9
0,40,3,2,2,0,1450,0,0,2,2,1,1.2
1,65,5,4,3,3,2700,1,0,0,1,1,8
0,16,4,5,3,3,3077,1,0,0,0,2,3.49
0,19,5,6,4,0,7294,0,0,0,2,0,6
0,43,1,1,1,3,600,0,0,0,1,2,0.5
0,12,3,4,3,0,1771.32,0,0,1,2,2,1.65
0,6,2,2,2,1,1166,0,0,1,1,0,1.4
1,64,6,6,4,0,1530,0,0,1,1,1,3.4
0,11,2,2,1,3,577,0,0,1,2,2,0.4
1,51,4,4,2,2,1935,1,0,1,2,1,5.25
1,13,3,2,0,3,2360,0,0,0,1,1,1.55
0,79,2,1,1,3,584,0,0,0,1,0,0.6
0,29,3,3,3,3,1860,0,0,1,2,2,2.55
1,13,5,6,3,3,4500,1,1,0,2,2,12.5
0,7,2,2,3,3,1250,0,0,1,2,2,1.15
0,11,2,2,1,3,496,0,0,0,2,2,0.37
1,95,5,6,4,3,5140,0,0,0,2,2,3.85
0,41,2,2,3,4,1448,0,0,0,2,0,1.4
1,65,4,4,2,2,1728,1,1,0,2,1,3.6
0,77,2,2,2,3,1149,0,0,0,2,2,1.4
0,88,2,2,2,3,1057,0,0,0,2,2,0.71
0,7,1,1,1,3,400,0,0,0,1,2,0.23
1,55,4,4,2,0,2592,1,0,0,1,1,5.75
0,102,2,2,2,1,1226,0,0,0,1,1,0.85
1,103,9,9,3,0,2628,0,0,1,2,2,3.4
1,14,4,3,2,0,2367,0,0,0,1,1,4.25
0,81,3,5,3,0,1527,1,0,0,2,2,1.67
1,32,4,4,2,2,3618,1,0,1,2,1,10.5
0,102,2,3,2,1,1226,1,0,1,2,2,0.86
0,104,4,4,4,3,2005,0,0,0,2,0,1.78
0,84,4,5,4,3,2701,1,0,1,0,0,4
0,13,3,3,4,3,1466,0,1,0,2,2,1.4
0,82,2,2,4,3,1449,0,0,1,2,0,1.27
0,88,2,2,2,1,1214,0,0,1,2,0,0.86
0,98,4,5,4,1,2017,1,0,1,1,2,1.5
0,19,3,3,3,1,2210,1,0,0,0,0,2.35
0,58,2,2,2,0,1098,0,0,0,2,1,1.05
0,107,2,2,2,3,661,0,0,0,1,2,0.38
0,112,2,2,2,3,616,0,0,1,1,0,0.32
0,79,4,4,2,3,1804,1,1,0,0,2,1.7
0,44,2,3,4,1,1428,0,0,0,1,2,0.87
0,44,3,3,4,1,1697,0,0,0,2,1,0.95
0,16,4,4,4,3,2350,1,0,0,0,1,2.25
0,6,4,4,4,3,1957,0,0,0,2,0,2.4
0,65,3,2,4,0,273,0,0,0,2,1,1.5
1,58,5,5,3,0,3240,1,0,0,1,1,10.55
0,19,2,2,2,3,1199,0,0,0,1,2,1.32
0,12,3,3,2,3,1500,1,0,0,2,1,0.85
0,102,3,3,4,1,1946,1,0,0,1,0,1.85
0,8,3,3,3,1,1490,0,0,0,2,2,1.3
0,74,3,3,4,3,1650,0,0,0,1,2,2.6
0,54,2,2,2,3,1108,0,0,1,1,2,1.05
1,99,4,4,4,0,3400,1,1,1,2,2,2.5
0,79,3,3,2,3,1428,0,0,1,0,2,1.52
0,75,2,3,3,3,1330,1,0,1,2,1,1.5
0,58,4,4,0,0,3395,0,0,0,1,2,6.75
0,67,3,1,0,1,2295,0,0,0,1,1,3.9
0,104,3,3,4,3,1747,0,0,0,1,0,1.2
0,93,2,2,3,1,1231,0,0,0,2,2,0.9
1,27,3,9,4,1,1557,1,0,1,2,2,3.65
0,6,3,4,2,3,1587,1,0,1,0,0,1.91
0,39,3,2,2,2,1300,0,0,2,2,1,1.45
0,98,3,4,3,3,1390,1,0,1,1,2,0.8
0,0,3,3,3,1,1529,0,0,0,1,1,1.6
0,11,2,2,4,0,1236,0,0,0,2,1,0.94
